route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_type2_id,valid_from,valid_until
245,2,"245","","PRACZE ODRZAŃSKIE - Brodzka - Stabłowicka - Główna - Maślicka - Pilczycka - Gwarecka - Dokerska - Kozanowska - Popowicka - Starogroblowa - Długa - Poznańska - Zachodnia - Rybacka - Legnicka - Kazimierza Wielkiego - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Gliniana - Hubska - Bardzka - Armii Krajowej - Tarnogajska - Gazowa - Tarnogajska - Gazowa - Bardzka - Buforowa - Konduktorska - Centralna - Chińska - Mościckiego - Ziemniaczana - BIEŃKOWICE|BIEŃKOWICE - Mościckiego - Chińska - Mościckiego - Gazowa - Tarnogajska - Armii Krajowej - Bardzka - Hubska - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Kazimierza Wielkiego - Legnicka - Zachodnia - Poznańska - Długa - Starogroblowa - Popowicka - Pilczycka - Dokerska - Pilczycka - Maślicka - Główna - Stabłowicka - Brodzka - PRACZE ODRZAŃSKIE",3,40,"2024-11-16","2999-01-01"
246,2,"246","","KOZANÓW - Kozanowska - Dokerska - Pilczycka - Hutnicza - Bajana - Bystrzycka - Hermanowska - Gubińska - TAT - Klecińska - Grabiszyńska - Piłsudskiego - Świdnicka - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Wyszyńskiego - Boya-Żeleńskiego - Kasprowicza - Czajkowskiego - Sołtysowicka - Redycka - SOŁTYSOWICE|SOŁTYSOWICE - Sołtysowicka - Koszarowa - Kasprowicza - Boya-Żeleńskiego - Aleja Kromera - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Świdnicka - Grabiszyńska - Klecińska - TAT - Chociebuska - Hermanowska - Koszalińska - Bystrzycka - Bajana - Lotnicza - Górnicza - Gwarecka - Dokerska - Kozanowska - KOZANÓW",3,40,"2024-11-16","2999-01-01"
247,2,"247","","GIEŁDOWA (CENTRUM HURTU) - Giełdowa - Karmelkowa - Wałbrzyska - Przyjaźni - Karkonoska - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Trzebnicka - Żmigrodzka - Kamieńskiego - POLANOWICE|POLANOWICE - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Chrobrego - Drobnera - Grodzka - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Karkonoska - Letnia - Krzycka - Wałbrzyska - Karmelkowa - Giełdowa - GIEŁDOWA (CENTRUM HURTU)",3,40,"2024-11-16","2999-01-01"
248,2,"248","","RACŁAWICKA - Racławicka - Skarbowców - Sowia - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Drobnera - Chrobrego - pl. Powstańców Wielkopolskich - Trzebnicka - Żmigrodzka - Poświęcka - POŚWIĘCKA (OŚRODEK ZDROWIA)|POŚWIĘCKA (OŚRODEK ZDROWIA) - Kuklińskiego - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - Chrobrego - Drobnera - Grodzka - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Krzycka - Sowia - Skarbowców - Racławicka - RACŁAWICKA",3,40,"2024-11-16","2999-01-01"
249,2,"249","","JARNOŁTÓW - Jarnołtowska - Jerzmanowska - Żernicka - TAT - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Borowska - Grota-Roweckiego - Kurpiów - Strachowskiego - Zwycięska - Karkonoska - Wyścigowa - Waligórskiego - Karkonoska - KRZYKI|KRZYKI - Waligórskiego - Wyścigowa - Zwycięska - Strachowskiego - Kurpiów - Grota-Roweckiego - Borowska - Petrusewicza - Borowska - Peronowa - Świdnicka - Podwale - TAT - Żernicka - Jerzmanowska - Jarnołtowska - JARNOŁTÓW",3,40,"2024-09-01","2999-01-01"
250,2,"250","","DWORZEC GŁÓWNY - Peronowa - Pułaskiego - pl. Powstańców Warszawy - Piastowska - Nowowiejska - Jedności Narodowej - Słowiańska - pl. Powstańców Wielkopolskich - Chrobrego - Dubois - Mostowa - Podwale - Piłsudskiego - Świdnicka - Swobodna - Peronowa - DWORZEC GŁÓWNY",3,40,"2024-11-09","2999-01-01"
251,2,"251","","KRZYKI - Karkonoska - Sowia - Skarbowców - Racławicka - Aleja Piastów - Solskiego - Grabiszyńska - Piłsudskiego - Świdnicka - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - pl. Bema - Bema - Poniatowskiego - Jedności Narodowej - Wyszyńskiego - Aleja Kromera - Krzywoustego - ks. Mariana Stanety - Gorlicka - Litewska - Kiełczowska - Żmudzka - Litewska - LITEWSKA|LITEWSKA - Żmudzka - Kiełczowska - Gorlicka - ks. Mariana Stanety - Krzywoustego - Aleja Kromera - Jedności Narodowej - Poniatowskiego - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Sucha - Swobodna - Świdnicka - Grabiszyńska - Solskiego - Aleja Piastów - Racławicka - Skarbowców - Sowia - Karkonoska - KRZYKI",3,40,"2024-09-01","2999-01-01"
253,2,"253","","LEŚNICA - Płońskiego - Trzmielowicka - Średzka - Kosmonautów - Złotnicka - Małopolska - Kamiennogórska - Kosmonautów - Lotnicza - Legnicka - Kazimierza Wielkiego - Krupnicza - Podwale - Świdnicka - Swobodna - Sucha - Gliniana - Borowska - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Szczytnicka - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Olszewskiego - Bacciarellego - Monte Cassino - Mickiewicza - SĘPOLNO|SĘPOLNO - Monte Cassino - Bacciarellego - Spółdzielcza - Olszewskiego - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - Skłodowskiej-Curie - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Sucha - Swobodna - Świdnicka - Kazimierza Wielkiego - Legnicka - Lotnicza - Kosmonautów - Kamiennogórska - Małopolska - Wielkopolska - Złotnicka - Kosmonautów - Płońskiego - LEŚNICA",3,40,"2024-10-28","2999-01-01"
255,2,"255","","VIVALDIEGO - Buforowa - Bardzka - Świeradowska - Borowska - Ślężna - Petrusewicza - Borowska - Peronowa - Kołłątaja - Oławska - pl. Powstańców Warszawy - Szczytnicka - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Olszewskiego - Spółdzielcza - Monte Cassino - Mickiewicza - SĘPOLNO|SĘPOLNO - Monte Cassino - Spółdzielcza - Olszewskiego - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - Skłodowskiej-Curie - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Borowska - Świeradowska - Bardzka - Buforowa - VIVALDIEGO",3,40,"2024-10-28","2999-01-01"
257,2,"257","","OPORÓW - Grabiszyńska - Hallera - Powstańców Śląskich - Swobodna - Sucha - Gliniana - Petrusewicza - Borowska - Peronowa - Świdnicka - Kazimierza Wielkiego - Pomorska - Reymonta - Broniewskiego - Bałtycka - Jugosłowiańska - Łużycka - Osobowicka - Wędkarzy - RĘDZIN|RĘDZIN - Osobowicka - Łużycka - Bezpieczna - Obornicka - Bałtycka - Reymonta - Pomorska - Nowy Świat - Kazimierza Wielkiego - Krupnicza - Podwale - Kołłątaja - Peronowa - Ślężna - Gliniana - Petrusewicza - Sucha - Swobodna - Powstańców Śląskich - Hallera - Grabiszyńska - OPORÓW",3,40,"2024-11-16","2999-01-01"
259,2,"259","","STRUMYKOWA - Strachocińska - Swojczycka - Mickiewicza - Paderewskiego - Moniuszki - Kochanowskiego - Piastowska - Sienkiewicza - Drobnera - Piaskowa - Piotra Skargi - Kołłątaja - Peronowa - Ślężna - Gliniana - Borowska - Petrusewicza - Ślężna - Wojszycka - Ołtaszyńska - Zwycięska - ZWYCIĘSKA|ZWYCIĘSKA - Ołtaszyńska - Wojszycka - Ślężna - Petrusewicza - Borowska - Peronowa - Kołłątaja - Św. Katarzyny - Piaskowa - Drobnera - Sienkiewicza - pl. Grunwaldzki - Kochanowskiego - Moniuszki - Paderewskiego - Mickiewicza - Swojczycka - Strachocińska - STRUMYKOWA",3,40,"2024-11-17","2999-01-01"
310,2,"310","","PARAFIALNA - Parafialna - Pawia - Asfaltowa - Lutosławskiego - Buforowa - VIVALDIEGO|VIVALDIEGO - Lutosławskiego - Asfaltowa - Pawia - Parafialna - PARAFIALNA",3,30,"2024-09-01","2999-01-01"
315,2,"315","","SWOJCZYCE - Swojczycka - Mickiewicza - Monte Cassino - Dembowskiego - Aleja Wielkiej Wyspy - Wróblewskiego - Wajdy - Skłodowskiej-Curie - rondo Reagana - Skłodowskiej-Curie - REJA|PL. GRUNWALDZKI - rondo Reagana - Skłodowskiej-Curie - Wróblewskiego - Aleja Wielkiej Wyspy - Dembowskiego - Monte Cassino - Mickiewicza - Mydlana - Miłoszycka - Swojczycka - SWOJCZYCE",3,30,"2024-10-12","2999-01-01"
319,2,"319","","KLECINA (STACJA KOLEJOWA) - Kobierzycka - Wałbrzyska - Karmelkowa - Solskiego - Grabiszyńska - Ostrowskiego - Krzemieniecka - Stanisławowska - Mińska - TAT - Muchoborska - Klecińska - Na Ostatnim Groszu - Legnicka - Popowicka - Milenijna - most Milenijny - Osobowicka - Łużycka - Bezpieczna - Obornicka - Bałtycka - Kamieńskiego - KAMIEŃSKIEGO (PĘTLA)|KAMIEŃSKIEGO (PĘTLA) - Bałtycka - Jugosłowiańska - Łużycka - Osobowicka - most Milenijny - Milenijna - Wejherowska - Legnicka - Na Ostatnim Groszu - Estakada - TAT - Mińska - Stanisławowska - Krzemieniecka - Ostrowskiego - Grabiszyńska - Solskiego - Karmelkowa - Wałbrzyska - Kobierzycka - KLECINA (STACJA KOLEJOWA)",3,30,"2024-11-16","2999-01-01"
345,15,"345","","STADION OLIMPIJSKI - Paderewskiego - Mickiewicza - Monte Cassino - Bacciarellego - Spółdzielcza - Olszewskiego - Wróblewskiego - Wajdy - Mickiewicza - Parkowa - Kochanowskiego - Moniuszki - Paderewskiego - STADION OLIMPIJSKI",3,30,"2024-11-16","2999-01-01"
602,2,"602","","BISKUPICE PODG. LG ENERGY SOLUTION WR. I - LG - Seulska - Współpracy - Seulska - Karkonoska - Powstańców Śląskich - Peronowa - Stawowa - DWORZEC GŁÓWNY (STAWOWA)|DWORZEC GŁÓWNY (STAWOWA) - Powstańców Śląskich - Krzycka - Karkonoska - Koreańska - LG - Seulska - Współpracy - LG - BISKUPICE PODG. LG ENERGY SOLUTION WR. I",3,34,"2024-11-16","2999-01-01"
607,2,"607","","KWISKA - Legnicka - Klecińska - Grabiszyńska - Solskiego - Czekoladowa - Koreańska - LG - Seulska - Współpracy - LG - BISKUPICE PODG. LG ENERGY SOLUTION WR. I",3,34,"2024-09-14","2999-01-01"
612,19,"612","","KRZYKI - Karkonoska - Waligórskiego - Wyścigowa - Karkonoska - Wrocławska - Kolejowa - Przystankowa - Pszenna - Chabrowa - Kutrzeby - Parafialna - Grota-Roweckiego - Borowska - Sucha - DWORZEC AUTOBUSOWY|SUCHA - Ślężna - Gliniana - Borowska - Grota-Roweckiego - Parafialna - Kutrzeby - Chabrowa - Pszenna - Przystankowa - Kolejowa - Wrocławska - Karkonoska - Wyścigowa - Waligórskiego - Karkonoska - KRZYKI",3,34,"2024-10-26","2999-01-01"
903,19,"903","","ŻÓRAWINA - KOŚCIÓŁ ŚW. TRÓJCY - Aleja Niepodległości - Lipowa - Wrocławska - Grota-Roweckiego - Borowska - Świeradowska - Morwowa - Gazowa - TARNOGAJ|TARNOGAJ - Tarnogajska - Gazowa - Świeradowska - Borowska - Grota-Roweckiego - Wrocławska - Lipowa - Aleja Niepodległości - Małowiejska - ŻÓRAWINA - NIEPODLEGŁOŚCI (MOSTEK)",3,39,"2024-10-26","2999-01-01"
904,15,"904","","ŁOZINA - SKRZY. - Wrocławska - Trzebnicka - Zakrzowska - Wrocławska - Bierutowska - Krzywoustego - Aleja Kromera - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Słowackiego - GALERIA DOMINIKAŃSKA|GALERIA DOMINIKAŃSKA - pl. Powstańców Warszawy - Wyszyńskiego - Aleja Kromera - Krzywoustego - Bierutowska - Wrocławska - Zakrzowska - Trzebnicka - Wrocławska - ŁOZINA - SKRZY.",3,39,"2024-11-16","2999-01-01"
905,18,"905","","SZEWCE - KOŚCIÓŁ - Strzeszowska - Wrocławska - Zajączkowska - Pełczyńska - Obornicka - Broniewskiego - Kasprowicza - Berenta - Aleja Kromera - KROMERA|KROMERA - Boya-Żeleńskiego - Berenta - Kasprowicza - Broniewskiego - Obornicka - Pełczyńska - Zajączkowska - Wrocławska - Strzeszowska - SZEWCE - KOŚCIÓŁ",3,39,"2024-11-16","2999-01-01"
907,19,"907","","PIETRZYKOWICE - SPORTOWA/PĘTLA - Sportowa - Wrocławska - Parkowa - Wiejska - Solskiego - Grabiszyńska - OPORÓW|OPORÓW - Solskiego - Mokronoska - Parkowa - Wrocławska - Sportowa - PIETRZYKOWICE - SPORTOWA/PĘTLA",3,39,"2024-10-12","2999-01-01"
908,18,"908","","PSARY - WOLNOŚCI - Główna - Sułowska - Żmigrodzka - Sułowska - Żmigrodzka - Trzebnicka - pl. Powstańców Wielkopolskich - DWORZEC NADODRZE|DWORZEC NADODRZE - Trzebnicka - Żmigrodzka - Sułowska - Żmigrodzka - Sułowska - Główna - PSARY - WOLNOŚCI",3,39,"2024-11-16","2999-01-01"
909,19,"909","","SAMOTWÓR - LEŚNA - Samotworska - Jarnołtowska - Jerzmanowska - Żernicka - Rogowska - Gubińska - STRZEGOMSKA (KRZYŻÓWKA)|STRZEGOMSKA (KRZYŻÓWKA) - Chociebuska - Rogowska - Żernicka - Jerzmanowska - Jarnołtowska - Samotworska - Główna - SAMOTWÓR - LEŚNA",3,39,"2024-10-12","2999-01-01"
911,15,"911","","BIELAWA - Wrocławska - Wilczycka - Wrocławska - Szewczenki - Gorlicka - ks. Mariana Stanety - Krzywoustego - Brücknera - Kochanowskiego - pl. Grunwaldzki - PL. GRUNWALDZKI|PL. GRUNWALDZKI - Kochanowskiego - Brücknera - Krzywoustego - ks. Mariana Stanety - Gorlicka - Szewczenki - Wrocławska - Wilczycka - Wrocławska - BIELAWA",3,39,"2024-11-16","2999-01-01"
913,19,"913","","ŻÓRAWINA - KOŚCIÓŁ ŚW. TRÓJCY - Aleja Niepodległości - Wrocławska - Lipowa - Wrocławska - Lipowa - Chabrowa - Radosna - Ołtaszyńska - Wojszycka - Waligórskiego - Karkonoska - KRZYKI|KRZYKI - Waligórskiego - Wojszycka - Ołtaszyńska - Radosna - Chabrowa - Lipowa - Wrocławska - Lipowa - Wrocławska - Małowiejska - ŻÓRAWINA - NIEPODLEGŁOŚCI (MOSTEK)",3,39,"2024-11-18","2999-01-01"
914,15,"914","","DŁUGOŁĘKA - SELGROS PĘTLA - Wrocławska - Bierutowska - Krzywoustego - Aleja Kromera - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Słowackiego - GALERIA DOMINIKAŃSKA|GALERIA DOMINIKAŃSKA - pl. Powstańców Warszawy - Wyszyńskiego - Aleja Kromera - Krzywoustego - Bierutowska - Wrocławska - DŁUGOŁĘKA - SELGROS PĘTLA",3,39,"2024-11-16","2999-01-01"
917,11,"917","","GAŁÓW (PĘTLA) - Słoneczna - Wrocławska - Gromadzka - Szkolna - Miodowa - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Miodowa - Szkolna - Gromadzka - Wrocławska - Słoneczna - GAŁÓW (PĘTLA)",3,39,"2024-11-09","2999-01-01"
920,19,"920","","TRESTNO (PĘTLA) - Nadodrzańska - Opatowicka - Międzyrzecka - Na Niskich Łąkach - Traugutta - Słowackiego - GALERIA DOMINIKAŃSKA|GALERIA DOMINIKAŃSKA - Pułaskiego - Na Grobli - Międzyrzecka - Opatowicka - Nadodrzańska - TRESTNO (PĘTLA)",3,39,"2024-10-12","2999-01-01"
921,15,"921","","RAKÓW - SKRZY. - Wrocławska - Wilczycka - Wrocławska - Szewczenki - Gorlicka - ks. Mariana Stanety - Krzywoustego - Brücknera - Kochanowskiego - pl. Grunwaldzki - PL. GRUNWALDZKI|PL. GRUNWALDZKI - Kochanowskiego - Brücknera - Krzywoustego - ks. Mariana Stanety - Gorlicka - Szewczenki - Wrocławska - Wilczycka - Wrocławska - RAKÓW - SKRZY.",3,39,"2024-11-16","2999-01-01"
923,11,"923","","BRZEZINA (PĘTLA) - Kopernika - Główna - Kolejowa - Wrocławska - Główna - Wilkszyńska - Stabłowicka - Jeleniogórska - Płońskiego - LEŚNICA|LEŚNICA - Jeleniogórska - Główna - Wilkszyńska - Główna - Wrocławska - Kolejowa - Główna - Kopernika - BRZEZINA (PĘTLA)",3,39,"2024-11-09","2999-01-01"
924,15,"924","","STĘPIN - KOŚCIÓŁ - Bursztynowa - Wiejska - Broniewskiego - Wrocławska - Bierutowska - Krzywoustego - Aleja Kromera - Wyszyńskiego - pl. Powstańców Warszawy - Oławska - Słowackiego - GALERIA DOMINIKAŃSKA|GALERIA DOMINIKAŃSKA - pl. Powstańców Warszawy - Wyszyńskiego - Aleja Kromera - Krzywoustego - Bierutowska - Wrocławska - Broniewskiego - Wschodnia - Bursztynowa - STĘPIN - KOŚCIÓŁ",3,39,"2024-11-16","2999-01-01"
927,19,"927","","SMOLEC - WIŚNIOWA - Wiśniowa - Główna - pętla - Dębowa - Główna - Chłopska - Jurija Gagarina - Mińska - TAT - Gubińska - Chociebuska - Rogowska - WROCŁAW NOWY DWÓR (P+R)|WROCŁAW NOWY DWÓR (P+R) - Gubińska - TAT - Mińska - Jurija Gagarina - Chłopska - Lipowa - Chłopska - Dębowa - Główna - Wiśniowa - SMOLEC - WIŚNIOWA",3,39,"2024-10-12","2999-01-01"
930,5,"930","","KRZYŻANOWICE - Główna - Kamieńskiego - Żmigrodzka - Zakładowa - Rychtalska - Wyszyńskiego - Aleja Kromera - KROMERA|KROMERA - Jedności Narodowej - Rychtalska - Słonimskiego - Zakładowa - Żmigrodzka - Kamieńskiego - Główna - KRZYŻANOWICE",3,39,"2024-11-16","2999-01-01"
931,17,"931","","KIEŁCZÓWEK - PĘTLA - Topolowa - Rzeczna - Wilczycka - Wrocławska - Kiełczowska - Krzywoustego - Gorlicka - ks. Mariana Stanety - MULICKA|MULICKA - Kiełczowska - Wrocławska - Wilczycka - Rzeczna - Topolowa - KIEŁCZÓWEK - PĘTLA",3,39,"2024-11-16","2999-01-01"
933,19,"933","","ZABRODZIE - PĘTLA - Zabrodzka - Czekoladowa - Wałbrzyska - Krzycka - Karkonoska - KRZYKI|KRZYKI - Krzycka - Wałbrzyska - Czekoladowa - Zabrodzka - ZABRODZIE - PĘTLA",3,39,"2024-10-12","2999-01-01"
934,15,"934","","JAKSONOWICE - SKRZY. - Milicka - Wrocławska - Trzebnicka - Stawowa - Parkowa - Stawowa - Okulickiego - Bora-Komorowskiego - Krzywoustego - Gorlicka - ks. Mariana Stanety - MULICKA|MULICKA - Bora-Komorowskiego - Okulickiego - Stawowa - Parkowa - Stawowa - Trzebnicka - Wrocławska - Milicka - JAKSONOWICE - SKRZY.",3,39,"2024-11-16","2999-01-01"
936,15,"936","","GODZIESZOWA - TRANSFORMATOR - Wrocławska - Nowego Osiedla - Wrocławska - Pawłowicka - Azaliowa - Bora-Komorowskiego - Bierutowska - Wrocławska - Kiełczowska - MIRKÓW - SKRZY. POLNA|MIRKÓW - SKRZY. POLNA - Wrocławska - Bierutowska - Bora-Komorowskiego - Przedwiośnie - Starodębowa - Pawłowicka - Wrocławska - Nowego Osiedla - Wrocławska - GODZIESZOWA - TRANSFORMATOR",3,39,"2024-11-16","2999-01-01"
937,11,"937","","BRZEZINKA ŚREDZKA - PKP - Kolejowa - Główna - Kopernika - Chrobrego - Wińska - Dolnobrzeska - Średzka - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Średzka - Dolnobrzeska - Wińska - Chrobrego - Kopernika - Główna - Parkowa - Kolejowa - BRZEZINKA ŚREDZKA - PKP",3,39,"2024-11-09","2999-01-01"
938,11,"938","","LUTYNIA CENTRUM - Kościelna - Innowacyjna - Średzka - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Średzka - Innowacyjna - Kościelna - LUTYNIA CENTRUM",3,39,"2024-11-09","2999-01-01"
941,15,"941","","MIRKÓW - JAGIELLOŃSKA - Wrocławska - Broniewskiego - Wschodnia - Bursztynowa - Wrocławska - Wilczycka - Rzeczna - Topolowa - Swojczycka - Mickiewicza - Paderewskiego - STADION OLIMPIJSKI|STADION OLIMPIJSKI - Mickiewicza - Swojczycka - Topolowa - Rzeczna - Wilczycka - Wrocławska - Bursztynowa - Wiejska - Broniewskiego - Wrocławska - MIRKÓW - JAGIELLOŃSKA",3,39,"2024-11-16","2999-01-01"
947,19,"947","","SMOLEC - LIPOWA/PĘTLA - Lipowa - Główna - Wrocławska - Parkowa - Wiejska - Solskiego - Grabiszyńska - OPORÓW|OPORÓW - Solskiego - Mokronoska - Parkowa - Wrocławska - Główna - Lipowa - SMOLEC - LIPOWA/PĘTLA",3,39,"2024-10-12","2999-01-01"
948,11,"948","","MIĘKINIA - PĘTLA - Sportowa - Kościuszki - Lipowa - Średzka - Trzmielowicka - Rubczaka - Płońskiego - LEŚNICA|LEŚNICA - Rubczaka - Trzmielowicka - Średzka - Lipowa - Kościuszki - Sportowa - MIĘKINIA - PĘTLA",3,39,"2024-11-09","2999-01-01"
958,11,"958","","LEŚNICA - Płońskiego - Rubczaka - Trzmielowicka - Średzka - Wrocławska - Chrobrego - Piastowska - Kościuszki - Średzka - Wrocławska - Sportowa - Kolejowa - KSIĘGINICE P&R",3,39,"2024-11-18","2999-01-01"
967,19,"967","","SMOLEC - WIŚNIOWA - Wiśniowa - Główna - pętla - Dębowa - Główna - Chłopska - Jurija Gagarina - Stanisławowska - Krzemieniecka - Ostrowskiego - Grabiszyńska - FAT|FIOŁKOWA - Ostrowskiego - Krzemieniecka - Stanisławowska - Jurija Gagarina - Chłopska - Lipowa - Chłopska - Dębowa - Główna - Wiśniowa - SMOLEC - WIŚNIOWA",3,39,"2024-10-12","2999-01-01"
